LAST SEEN   TYPE      REASON              OBJECT                                               MESSAGE
23m         Warning   FailedScheduling    pod/node-feature-discovery-gc-6dc5f85664-lhbks       0/1 nodes are available: 1 node(s) were unschedulable. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
14m         Warning   FailedScheduling    pod/node-feature-discovery-gc-6dc5f85664-lhbks       0/1 nodes are available: 1 node(s) had untolerated taint {node.kubernetes.io/unschedulable: }. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
14m         Normal    Scheduled           pod/node-feature-discovery-gc-6dc5f85664-lhbks       Successfully assigned kube-system/node-feature-discovery-gc-6dc5f85664-lhbks to k8s-control-1
14m         Normal    Pulled              pod/node-feature-discovery-gc-6dc5f85664-lhbks       Container image "registry.k8s.io/nfd/node-feature-discovery:v0.16.4" already present on machine
14m         Normal    Created             pod/node-feature-discovery-gc-6dc5f85664-lhbks       Created container: gc
14m         Normal    Started             pod/node-feature-discovery-gc-6dc5f85664-lhbks       Started container gc
83m         Normal    SuccessfulCreate    replicaset/node-feature-discovery-gc-6dc5f85664      Created pod: node-feature-discovery-gc-6dc5f85664-2zzm5
23m         Normal    SuccessfulCreate    replicaset/node-feature-discovery-gc-6dc5f85664      Created pod: node-feature-discovery-gc-6dc5f85664-lhbks
83m         Normal    ScalingReplicaSet   deployment/node-feature-discovery-gc                 Scaled up replica set node-feature-discovery-gc-6dc5f85664 from 0 to 1
83m         Normal    Scheduled           pod/node-feature-discovery-master-8f98b5b45-74hs2    Successfully assigned kube-system/node-feature-discovery-master-8f98b5b45-74hs2 to k8s-control-1
83m         Normal    Pulling             pod/node-feature-discovery-master-8f98b5b45-74hs2    Pulling image "registry.k8s.io/nfd/node-feature-discovery:v0.16.4"
82m         Normal    Pulled              pod/node-feature-discovery-master-8f98b5b45-74hs2    Successfully pulled image "registry.k8s.io/nfd/node-feature-discovery:v0.16.4" in 55.523s (55.523s including waiting). Image size: 69404735 bytes.
82m         Normal    Created             pod/node-feature-discovery-master-8f98b5b45-74hs2    Created container: master
82m         Normal    Started             pod/node-feature-discovery-master-8f98b5b45-74hs2    Started container master
26m         Normal    SandboxChanged      pod/node-feature-discovery-master-8f98b5b45-74hs2    Pod sandbox changed, it will be killed and re-created.
24m         Normal    Pulled              pod/node-feature-discovery-master-8f98b5b45-74hs2    Container image "registry.k8s.io/nfd/node-feature-discovery:v0.16.4" already present on machine
24m         Normal    Created             pod/node-feature-discovery-master-8f98b5b45-74hs2    Created container: master
23m         Normal    Started             pod/node-feature-discovery-master-8f98b5b45-74hs2    Started container master
23m         Normal    Killing             pod/node-feature-discovery-master-8f98b5b45-74hs2    Stopping container master
23m         Warning   FailedScheduling    pod/node-feature-discovery-master-8f98b5b45-pr9vx    0/1 nodes are available: 1 node(s) were unschedulable. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
14m         Warning   FailedScheduling    pod/node-feature-discovery-master-8f98b5b45-pr9vx    0/1 nodes are available: 1 node(s) had untolerated taint {node.kubernetes.io/unschedulable: }. preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
14m         Normal    Scheduled           pod/node-feature-discovery-master-8f98b5b45-pr9vx    Successfully assigned kube-system/node-feature-discovery-master-8f98b5b45-pr9vx to k8s-control-1
13m         Normal    Pulled              pod/node-feature-discovery-master-8f98b5b45-pr9vx    Container image "registry.k8s.io/nfd/node-feature-discovery:v0.16.4" already present on machine
13m         Normal    Created             pod/node-feature-discovery-master-8f98b5b45-pr9vx    Created container: master
13m         Normal    Started             pod/node-feature-discovery-master-8f98b5b45-pr9vx    Started container master
83m         Normal    SuccessfulCreate    replicaset/node-feature-discovery-master-8f98b5b45   Created pod: node-feature-discovery-master-8f98b5b45-74hs2
23m         Normal    SuccessfulCreate    replicaset/node-feature-discovery-master-8f98b5b45   Created pod: node-feature-discovery-master-8f98b5b45-pr9vx
83m         Normal    ScalingReplicaSet   deployment/node-feature-discovery-master             Scaled up replica set node-feature-discovery-master-8f98b5b45 from 0 to 1
83m         Normal    Scheduled           pod/node-feature-discovery-worker-hbx64              Successfully assigned kube-system/node-feature-discovery-worker-hbx64 to k8s-control-1
83m         Normal    Pulling             pod/node-feature-discovery-worker-hbx64              Pulling image "registry.k8s.io/nfd/node-feature-discovery:v0.16.4"
82m         Normal    Pulled              pod/node-feature-discovery-worker-hbx64              Successfully pulled image "registry.k8s.io/nfd/node-feature-discovery:v0.16.4" in 55.067s (55.067s including waiting). Image size: 69404735 bytes.
82m         Normal    Created             pod/node-feature-discovery-worker-hbx64              Created container: worker
82m         Normal    Started             pod/node-feature-discovery-worker-hbx64              Started container worker
26m         Normal    SandboxChanged      pod/node-feature-discovery-worker-hbx64              Pod sandbox changed, it will be killed and re-created.
24m         Normal    Pulled              pod/node-feature-discovery-worker-hbx64              Container image "registry.k8s.io/nfd/node-feature-discovery:v0.16.4" already present on machine
24m         Normal    Created             pod/node-feature-discovery-worker-hbx64              Created container: worker
24m         Normal    Started             pod/node-feature-discovery-worker-hbx64              Started container worker
24m         Warning   Unhealthy           pod/node-feature-discovery-worker-hbx64              Readiness probe failed: timeout: failed to connect service "172.16.0.23:8082" within 1s: context deadline exceeded
24m         Warning   Unhealthy           pod/node-feature-discovery-worker-hbx64              Liveness probe failed: timeout: failed to connect service "172.16.0.23:8082" within 1s: context deadline exceeded
14m         Normal    Pulled              pod/node-feature-discovery-worker-hbx64              Container image "registry.k8s.io/nfd/node-feature-discovery:v0.16.4" already present on machine
14m         Normal    Created             pod/node-feature-discovery-worker-hbx64              Created container: worker
14m         Normal    Started             pod/node-feature-discovery-worker-hbx64              Started container worker
83m         Normal    SuccessfulCreate    daemonset/node-feature-discovery-worker              Created pod: node-feature-discovery-worker-hbx64
78m         Normal    HelmChartCreated    helmrelease/node-feature-discovery                   Created HelmChart/flux-system/kube-system-node-feature-discovery with SourceRef 'HelmRepository/flux-system/truecharts'
76m         Normal    UpgradeSucceeded    helmrelease/node-feature-discovery                   Helm upgrade succeeded for release kube-system/node-feature-discovery.v2 with chart node-feature-discovery@0.1.0
